,WAPE,MAPE,MAE,RMSE
UNP,3.9387204249777157,3.8491255559071664,9.247880045572916,11.279840264553792
UPS,6.330467969061557,6.578174643390584,7.281518809000651,8.84932341337728
USB,2.116414618809812,2.1272596942611015,0.9860562642415363,1.2061342388583396
V,4.899516240938621,4.748049910789,16.11925048828125,19.928208189279776
VRT,10.059221431099084,9.601439548805768,12.470717620849609,15.528709422042555
VRTX,5.754208049181752,5.534017716505356,25.292698160807298,31.419551885452552
VST,15.839521995828553,15.492229276082698,26.482300313313804,28.516558387229733
VZ,1.6196925662399675,1.640118339222833,0.6084616343180341,0.7325957559869782
WBD,6.597496548961006,6.705297612369707,0.6690521240234375,0.7486543932618982
WDAY,3.101656756687681,3.1303337032922984,8.010690307617189,8.878254381015697
WDC,6.165099512122065,6.09031780146001,3.0301205952962245,3.3514386239739067
WELL,6.04758364572464,5.7858210134296435,8.015893809000652,10.33925716790424
WFC,6.3773520484045285,6.221383913888653,4.781629435221354,5.469251661400227
WM,4.937491083684549,4.804503851324216,10.453503417968745,12.759352130127413
WMB,3.4217760062250955,3.3488535279567806,1.878099441528321,2.439214592740561
WMT,5.26763269371014,5.059010205776127,5.0323913574218775,6.566385429748113
XOM,1.0394135336523962,1.035104288592929,1.0948186238606765,1.3959871168613507
ZTS,2.400842137829704,2.3744782457486604,3.997521464029948,4.847894940989807
