,WAPE,MAPE,MAE,RMSE
SLB,3.992147350231828,3.901108720747316,1.5817696889241546,1.9555738355561316
SNOW,9.187401531736853,8.943625421435344,16.140916951497395,17.994306879820215
SNPS,4.3916882733092395,4.301467171886189,22.709859212239582,27.076637918177457
SO,1.1922831686401678,1.1867353924279784,0.9652849833170573,1.186421033392756
SPG,1.6193792835418168,1.5848436300413653,2.716900126139323,3.867941654503393
SPGI,2.3528725509975503,2.3294562013398568,11.939087931315106,14.653324228887046
SRE,7.782453973546939,7.864896469789059,6.243557993570963,6.686961983992022
SYK,4.695936116684235,4.596187382911281,17.847111002604173,20.984737701861903
T,4.974125353908764,4.803791469704636,1.127779324849446,1.4120076181617225
TDG,3.0400080326366132,2.995759448787845,37.47611897786458,44.377811894565724
TFC,4.647404815840213,4.559860816834718,2.0464960734049478,2.355650038443786
