Ticker,Open,High,Low,Close,Volume,rows,Open_pct,High_pct,Low_pct,Close_pct,Volume_pct
PM,0,0,0,0,0,4432,0.0,0.0,0.0,0.0,0.0
PNC,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
PWR,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
PYPL,0,0,0,0,0,2594,0.0,0.0,0.0,0.0,0.0
QCOM,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
RBLX,0,0,0,0,0,1164,0.0,0.0,0.0,0.0,0.0
RCL,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
REGN,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
RSG,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
RTX,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SBUX,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SCCO,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SCHW,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SHW,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SNOW,0,0,0,0,0,1284,0.0,0.0,0.0,0.0,0.0
SNPS,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SO,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SPG,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SPGI,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SRE,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
SYK,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
T,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
TDG,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
TFC,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
TJX,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
TMO,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
TMUS,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
TRV,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
TSLA,0,0,0,0,0,3856,0.0,0.0,0.0,0.0,0.0
TXN,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
UBER,0,0,0,0,0,1625,0.0,0.0,0.0,0.0,0.0
UNH,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
UNP,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
UPS,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
URI,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
USB,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
V,0,0,0,0,0,4430,0.0,0.0,0.0,0.0,0.0
VRT,0,0,0,0,0,1818,0.0,0.0,0.0,0.0,0.0
VRTX,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
VST,0,0,0,0,0,2277,0.0,0.0,0.0,0.0,0.0
VZ,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
WDAY,0,0,0,0,0,3277,0.0,0.0,0.0,0.0,0.0
WELL,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
WFC,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
WM,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
WMB,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
WMT,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
XOM,0,0,0,0,0,4483,0.0,0.0,0.0,0.0,0.0
ZTS,0,0,0,0,0,3203,0.0,0.0,0.0,0.0,0.0
